Profile_link,Username,Post_count,Followers,Following,Profile_description
https://www.instagram.com/moteljardim,,,,,
https://www.instagram.com/motelfantasyssa,,,,,
https://www.instagram.com/lipsmotel,,,,,
https://www.instagram.com/lipsmotel,,,,,
https://www.instagram.com/lushmotel,,,,,
https://www.instagram.com/luminimotel,,,,,
https://www.instagram.com/classeamotel,,,,,
https://www.instagram.com/mambomotel,,,,,
https://www.instagram.com/bluestarriohotel,,,,,
https://www.instagram.com/savanamotel,,,,,
https://www.instagram.com/motel_demy,,,,,
https://www.instagram.com/summer_rmotel,,,,,
https://www.instagram.com/moteldesertinn,,,,,
https://www.instagram.com/yesmotel,,,,,
https://www.instagram.com/hoteldosprazeres,,,,,
https://www.instagram.com/motelfest,,,,,
https://www.instagram.com/vemprokama,,,,,
https://www.instagram.com/serijum_hotel,,,,,
https://www.instagram.com/poememotel,,,,,
https://www.instagram.com/motel.volupia,,,,,
https://www.instagram.com/luxurymotel.oficial,,,,,
https://www.instagram.com/desejomotel,,,,,
https://www.instagram.com/hotelpremiernilopolis,,,,,
https://www.instagram.com/damoremotel,,,,,
https://www.instagram.com/motelkingbh,,,,,
https://www.instagram.com/moteisfantasy,,,,,
https://www.instagram.com/motel.volupia,,,,,
https://www.instagram.com/lipsmotel,,,,,
https://www.instagram.com/motelmardelplata,,,,,
https://www.instagram.com/cristalesecutivo,,,,,
https://www.instagram.com/eleeelamotel_oficial,,,,,
https://www.instagram.com/relax.motel,,,,,
https://www.instagram.com/agapemotel,,,,,
https://www.instagram.com/hollywood_motel,,,,,
https://www.instagram.com/motelmaramores,,,,,
https://www.instagram.com/motel.medieval,motel.medieval,937,"12,876",22,"Segue @marketingalexmachado 📍Rodovia Presidente Dutra, 17180, Posse, Nova Iguacu, Rio de Janeiro.
RESTOU ALGUMA DÚVIDA? PODE LIGAR:
 (21) 2667-2035",https://www.instagram.com/p/Ct2g_aaN3LC/,"Quer curtir o fim de semana com o estagiário? Fale com a 01 e reserve o seu horário.

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/353050990_655503906618022_1208697574823336299_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=yn28XB2QwVAAX9Ryr4S&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCETh6aJjgg_nh81PRnrehEIIOuVotNnA1ZDTjhfgKCyg&oe=649B50E0&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/Ctzf5ubvz63/,"Não caia em cilada! O Medieval é o lugar perfeito pra quem deseja viver altas aventuras. 

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/355859239_654847376683675_2755433959066137736_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=msyTucB0DKcAX9BcjVQ&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfD68bYIFCWXVnWDSHHfBhKbOiwnZSlVW7Awx5z96Rg0hw&oe=649C7660&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CtwT-nNtq8f/,"Se a resistência do lorenzetti foi de ralo, tem que arrumar um jeito de manter o malaquias limpinho. 

Você nunca sabe quando pode receber um bola gato. 

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/355288356_654152310086515_2418424536808024994_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=eOgA-dvH9-4AX-Ne6vi&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCtGAqAShXg6D5wW0GaSiIy2uBpDNeigFXJCd6B6F7OAg&oe=649B32E7&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CtpWo2BubAm/,"Você acha que um flauteado é traição? Pelo jeito a amiga aí acha que não. 🤣🥲😂⚽️🐱

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-1.cdninstagram.com/v/t39.30808-6/354069287_652692713565808_244154637936515820_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=xlU_0Thl59QAX-Jc-F5&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfB_J9-xhSIyBXOtXfCO8ldDc8asxW2n93Xhl9atnZ1IYQ&oe=649B7A30&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/Ctm8i1wtJVk/,"Problema do malandro é achar que só a mãe dele faz filho esperto.

 
💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/354230754_652152736953139_1793806787428164671_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_ohc=jjOwB9yrlsAAX9gbcSC&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfBxNE9HumH1wIHen_Uqez6-4Te8N2mgvQNpkYOB87-M-w&oe=649B6F57&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CtjluSguazy/,"Que sexta-feira linda para cometer crimes ambientais e aafogar meu ganso na piscina do Castelinho.

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-1.cdninstagram.com/v/t39.30808-6/354058672_651428180358928_5230597388242681110_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=erx7ixjQSMQAX9Vc0LL&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCQv9e4KRrL5S0JSdDxSEVp-kCLtKTw5yIWJd_QFFCgJA&oe=649BEFBF&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CthLUaiPuxx/,"Logo no dia do TBM, antes de comer a galinha, lembrei da outra penuda que brincou com meu coração. 🐔

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/354423798_650790080422738_7314896660671059567_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=hY0xkCPZ7ywAX_8vzQJ&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfBjy8kFtydVd8WSRA_Rf0Yc19P43Y4wJC0O6oYiJXa-3w&oe=649D1D9D&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CteSgBYuiIx/,"O cara fica falando mal da sua melhor amiga? Deixa não, ele tem que saber o lugar dele. Seja talarica, mas não seja falsa. 

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-1.cdninstagram.com/v/t39.30808-6/351478847_650061570495589_4178072131183377810_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=3ha12U5FCJgAX_z7x-r&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCTVWRGrA0ZKaY9slEgh8k8NyGMBFolXZunrw_lv7eBqQ&oe=649C5294&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CtcPv7yvAG_/,"A princesa ficou triste porque não ganhou presente? Faz aquela surpresa e leva ela  pra curtir a suíte do Medieval. Ela vai ficar feliz rapidinho 😏🐥🐸

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/353812926_649643453870734_768774781535202155_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=FyUaA23wMpQAX-4QHfl&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCWy2Vr4795Kzg2RLTTCfttB-FbeT1FOpfYNFhh7xDNqw&oe=649C61C3&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CtaL5oONwOa/,"O dia dos namorados ainda não acabou. Chama a gata para terminar a noite na suíte do Castelinho! 

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-1.cdninstagram.com/v/t39.30808-6/353666356_649098850591861_3568583760816313890_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=Zf3od0vPtxYAX9IaUv0&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCYJ-c-Hl5VexPNA8lf0fyopEaByrBQY1L-MTNRN0vb6Q&oe=649BF26A&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CtZp-GRvzlj/,"Se ela der o anel como presente, pode marcar a data do casamento.

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/354031248_648977360604010_400957439192554498_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=110&_nc_ohc=RHV2O-WvLrsAX-wGfKB&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCulYGB2CbfMkbM4BUn2RN04TuB56FXofKjmyK-CZQavA&oe=649CF058&_nc_sid=f70a57,,,,,,,https://www.instagram.com/p/CtZHSwdOSWJ/,"Aqui a qualidade do cruzo é garantida! Vem pro melhor motel da região.

💻http://www.motelmedieval.com

☎ (21) 2667-2035

🏰 Rodovia Presidente Dutra, 17180, Posse, Nova Iguaçu, Rio de Janeiro

#novaIguaçu #ni #nilopolis #mesquita #queimados #motelmedieval #motel",,https://scontent-mia3-1.cdninstagram.com/v/t39.30808-6/351572135_648796500622096_4515344999995878594_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=qC3lT4vM0uUAX8KatbN&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCU-_Tyn_YIzqWQUIMxhNVsbl9EG6RqkJ_klcj5N6ybDQ&oe=649C2504&_nc_sid=f70a57,,,,,,
https://www.instagram.com/oasismotelpiracicaba,,,,,
https://www.instagram.com/lipsmotel,,,,,
https://www.instagram.com/unionromantic,,,,,
https://www.instagram.com/tropicosmotel,,,,,
https://www.instagram.com/liberty.hotel,,,,,
https://www.instagram.com/motel.passione,,,,,
https://www.instagram.com/dubai.brotas,,,,,
https://www.instagram.com/venusinnmotel,,,,,
https://www.instagram.com/kingite.hotel,,,,,
https://www.instagram.com/motelmilleniumlove,,,,,
https://www.instagram.com/motelmilleniumlove,,,,,
